Result Date,Result Time,GHBubbler(ft),GHProbe(ft),WaterTemp(C),RainInterval(in),RainDayPST(in),RainWY(in),Battery,Streamflow(cfs)
1/16/2023,1:15:00 AM,3.471,3.355,9.4,0.028,0.198,17.482,12.74,878.9
1/16/2023,1:30:00 AM,3.578,3.471,9.3,0.037,0.236,17.52,12.74,959.1
1/16/2023,1:45:00 AM,3.668,3.569,9.2,0.028,0.264,17.548,12.71,1030.2
1/16/2023,2:00:00 AM,3.734,3.634,9.2,0.028,0.292,17.576,12.76,1079.1
1/16/2023,2:15:00 AM,3.815,3.689,9.1,0.009,0.302,17.586,12.78,1121.5
1/16/2023,2:30:00 AM,3.94,3.796,9.1,0.037,0.339,17.623,12.73,1207
1/16/2023,2:45:00 AM,4.03,3.882,9,0.037,0.377,17.661,12.73,1278.5
1/16/2023,3:00:00 AM,4.159,4.068,9,0.056,0.434,17.718,12.71,1441.9
1/16/2023,3:15:00 AM,4.35,4.251,8.9,0.084,0.519,17.803,12.76,-1
1/16/2023,3:30:00 AM,4.581,4.493,8.9,0.084,0.604,17.888,12.73,-1
1/16/2023,3:45:00 AM,4.897,4.785,8.8,0.066,0.67,17.954,12.78,-1
1/16/2023,4:00:00 AM,5.162,5.028,8.8,0.047,0.717,18.001,12.75,-1
1/16/2023,4:15:00 AM,5.31,5.191,8.7,0.047,0.764,18.048,12.74,-1
1/16/2023,4:30:00 AM,5.476,5.306,8.6,0.018,0.783,18.067,12.73,-1
1/16/2023,4:45:00 AM,5.582,5.459,8.6,0,0.783,18.067,12.74,-1
1/16/2023,5:00:00 AM,5.88,5.749,8.6,0.009,0.793,18.076,12.78,-1
1/16/2023,5:15:00 AM,6.223,6.069,8.5,0,0.793,18.076,12.78,-1
1/16/2023,5:30:00 AM,6.703,6.506,8.4,0,0.793,18.076,12.73,-1
1/16/2023,5:45:00 AM,7.077,6.968,8.3,0.009,0.802,18.086,12.79,-1
1/16/2023,6:00:00 AM,7.395,7.285,8.1,0,0.802,18.086,12.73,-1
1/16/2023,6:15:00 AM,7.441,7.244,7.9,0,0.802,18.086,12.74,-1
1/16/2023,6:30:00 AM,7.252,7.13,7.8,0,0.802,18.086,12.71,-1
1/16/2023,6:45:00 AM,6.883,6.735,7.7,0,0.802,18.086,12.74,-1
1/16/2023,7:00:00 AM,6.567,6.387,7.7,0,0.802,18.086,12.72,-1
1/16/2023,7:15:00 AM,6.124,5.952,7.8,0,0.802,18.086,12.71,-1
1/16/2023,7:30:00 AM,5.594,5.462,7.8,0,0.802,18.086,12.71,-1
1/16/2023,7:45:00 AM,5.285,5.151,7.9,0,0.802,18.086,12.72,-1
1/16/2023,8:00:00 AM,4.941,4.837,8,0,0.802,18.086,12.74,-1
1/16/2023,8:15:00 AM,4.657,4.533,8.1,0,0.802,18.086,12.8,-1
1/16/2023,8:30:00 AM,4.424,4.321,8.2,0,0.802,18.086,12.91,-1
1/16/2023,8:45:00 AM,4.251,4.124,8.3,0,0.802,18.086,12.98,-1
1/16/2023,9:00:00 AM,4.099,3.959,8.4,0,0.802,18.086,13.83,1344.7
1/16/2023,9:15:00 AM,3.947,3.822,8.5,0,0.802,18.086,13.79,1228.4
1/16/2023,9:30:00 AM,3.808,3.681,8.5,0,0.802,18.086,13.79,1115.3
1/16/2023,9:45:00 AM,3.681,3.574,8.6,0,0.802,18.086,13.79,1033.9
1/16/2023,10:00:00 AM,3.585,3.487,8.7,0,0.802,18.086,13.87,970.5
1/16/2023,10:15:00 AM,3.478,3.36,8.8,0,0.802,18.086,13.83,882.3
1/16/2023,10:30:00 AM,3.382,3.273,8.9,0,0.802,18.086,13.8,824.8
1/16/2023,10:45:00 AM,3.273,3.159,8.9,0,0.802,18.086,13.79,753
1/16/2023,11:00:00 AM,3.183,3.053,9,0,0.802,18.086,13.85,689.8
1/16/2023,11:15:00 AM,3.107,2.993,9.1,0,0.802,18.086,13.79,655.5
1/16/2023,11:30:00 AM,3.04,2.929,9.2,0,0.802,18.086,13.81,620.1
1/16/2023,11:45:00 AM,2.969,2.859,9.3,0,0.802,18.086,13.69,582.7
1/16/2023,12:00:00 PM,2.911,2.786,9.3,0,0.802,18.086,13.5,545.2
1/16/2023,12:15:00 PM,2.856,2.743,9.4,0,0.802,18.086,13.4,523.9
1/16/2023,12:30:00 PM,2.803,2.691,9.5,0,0.802,18.086,13.83,498.7
1/16/2023,12:45:00 PM,2.749,2.643,9.7,0,0.802,18.086,13.85,476.2
1/16/2023,1:00:00 PM,2.703,2.588,9.9,0,0.802,18.086,13.8,451.2
1/16/2023,1:15:00 PM,2.655,2.544,10,0,0.802,18.086,13.7,431.7
1/16/2023,1:30:00 PM,2.611,2.488,10.1,0,0.802,18.086,13.42,407.7
1/16/2023,1:45:00 PM,2.581,2.463,10.2,0,0.802,18.086,13.39,397.3
1/16/2023,2:00:00 PM,2.537,2.43,10.4,0,0.802,18.086,13.4,383.8
1/16/2023,2:15:00 PM,2.493,2.373,10.5,0,0.802,18.086,13.43,361.1
1/16/2023,2:30:00 PM,2.454,2.345,10.7,0,0.802,18.086,13.44,349.3
1/16/2023,2:45:00 PM,2.408,2.292,10.8,0,0.802,18.086,13.42,326.4
1/16/2023,3:00:00 PM,2.401,2.288,10.9,0,0.802,18.086,13.4,324.7
1/16/2023,3:15:00 PM,2.374,2.25,11.1,0,0.802,18.086,13.43,309
1/16/2023,3:30:00 PM,2.344,2.221,11.3,0,0.802,18.086,13.39,297.3
1/16/2023,3:45:00 PM,2.309,2.205,11.5,0,0.802,18.086,13.43,291
1/16/2023,4:00:00 PM,2.281,2.169,11.6,0,0.802,18.086,13.33,277.1
1/16/2023,4:15:00 PM,2.26,2.138,11.6,0,0.802,18.086,13.29,265.6
1/16/2023,4:30:00 PM,2.224,2.113,11.7,0,0.802,18.086,13.23,256.5
1/16/2023,4:45:00 PM,2.205,2.1,11.6,0,0.802,18.086,13.21,251.8
1/16/2023,5:00:00 PM,2.187,2.066,11.6,0,0.802,18.086,13.15,239.9
1/16/2023,5:15:00 PM,2.161,2.045,11.6,0,0.802,18.086,13.11,232.7
1/16/2023,5:30:00 PM,2.136,2.028,11.7,0,0.802,18.086,13.1,227
1/16/2023,5:45:00 PM,2.115,1.996,11.7,0,0.802,18.086,13.15,216.6
1/16/2023,6:00:00 PM,2.101,1.989,11.7,0,0.802,18.086,13.07,214.3
1/16/2023,6:15:00 PM,2.078,1.964,11.7,0,0.802,18.086,13.07,206.4
1/16/2023,6:30:00 PM,2.062,1.95,11.7,0,0.802,18.086,13.06,202.1
1/16/2023,6:45:00 PM,2.046,1.938,11.7,0,0.802,18.086,13.11,198.4
1/16/2023,7:00:00 PM,2.034,1.916,11.7,0,0.802,18.086,13.09,191.8
1/16/2023,7:15:00 PM,2.009,1.892,11.7,0,0.802,18.086,13.09,184.8
1/16/2023,7:30:00 PM,1.998,1.883,11.7,0,0.802,18.086,13.06,182.2
1/16/2023,7:45:00 PM,1.984,1.863,11.6,0,0.802,18.086,13.06,176.5
1/16/2023,8:00:00 PM,1.97,1.85,11.6,0,0.802,18.086,13.06,172.9
1/16/2023,8:15:00 PM,1.951,1.834,11.5,0,0.802,18.086,13.04,168.5
1/16/2023,8:30:00 PM,1.942,1.829,11.5,0,0.802,18.086,13.07,167.1
1/16/2023,8:45:00 PM,1.94,1.826,11.4,0,0.802,18.086,13.01,166.3
1/16/2023,9:00:00 PM,1.919,1.807,11.3,0,0.802,18.086,13.05,161.2
1/16/2023,9:15:00 PM,1.901,1.79,11.3,0,0.802,18.086,13.05,156.8
1/16/2023,9:30:00 PM,1.898,1.774,11.2,0,0.802,18.086,13.07,152.6
1/16/2023,9:45:00 PM,1.88,1.77,11.1,0,0.802,18.086,13.05,151.6
1/16/2023,10:00:00 PM,1.873,1.756,11,0,0.802,18.086,13.01,148.1
1/16/2023,10:15:00 PM,1.857,1.738,11,0,0.802,18.086,12.99,143.6
1/16/2023,10:30:00 PM,1.85,1.733,10.9,0,0.802,18.086,13.01,142.4
1/16/2023,10:45:00 PM,1.838,1.727,10.8,0,0.802,18.086,12.99,141
1/16/2023,11:00:00 PM,1.825,1.714,10.7,0,0.802,18.086,12.99,137.8
1/16/2023,11:15:00 PM,1.82,1.699,10.7,0,0.802,18.086,12.97,134.3
1/16/2023,11:30:00 PM,1.811,1.685,10.6,0,0.802,18.086,12.98,131
1/16/2023,11:45:00 PM,1.797,1.676,10.5,0,0.802,18.086,12.98,129
01/17/2023,12:00:00 AM,1.788,1.67,10.5,0,0.802,18.086,13.05,127.6
01/17/2023,12:00:00 AM,1.788,1.67,10.5,0,0.802,18.086,13.05,127.6
01/17/2023,12:15:00 AM,1.776,1.66,10.4,0,0,18.086,12.96,125.3
01/17/2023,12:30:00 AM,1.765,1.646,10.3,0,0,18.086,13.05,122.2
01/17/2023,12:45:00 AM,1.753,1.633,10.2,0,0,18.086,12.99,119.4
01/17/2023,1:00:00 AM,1.746,1.631,10.2,0,0,18.086,12.99,119
01/17/2023,1:15:00 AM,1.744,1.625,10.1,0,0,18.086,13.01,117.7
01/17/2023,1:30:00 AM,1.732,1.613,10,0,0,18.086,12.99,115.1
01/17/2023,1:45:00 AM,1.723,1.604,10,0,0,18.086,12.95,113.2
01/17/2023,2:00:00 AM,1.714,1.6,9.9,0,0,18.086,12.96,112.4
01/17/2023,2:15:00 AM,1.705,1.587,9.9,0,0,18.086,12.95,109.7
01/17/2023,2:30:00 AM,1.695,1.577,9.8,0,0,18.086,12.94,107.6
01/17/2023,2:45:00 AM,1.691,1.575,9.7,0,0,18.086,12.92,107.2
01/17/2023,3:00:00 AM,1.686,1.562,9.7,0,0,18.086,12.94,104.6
01/17/2023,3:15:00 AM,1.677,1.56,9.6,0,0,18.086,12.94,104.2
01/17/2023,3:30:00 AM,1.665,1.55,9.6,0,0,18.086,12.92,102.3
01/17/2023,3:45:00 AM,1.663,1.546,9.5,0,0,18.086,12.93,101.5
01/17/2023,4:00:00 AM,1.654,1.542,9.5,0,0,18.086,12.98,100.7
01/17/2023,4:15:00 AM,1.652,1.529,9.4,0,0,18.086,12.95,98.2
01/17/2023,4:30:00 AM,1.645,1.527,9.3,0,0,18.086,12.95,97.8
01/17/2023,4:45:00 AM,1.638,1.52,9.3,0,0,18.086,12.92,96.5
01/17/2023,5:00:00 AM,1.628,1.512,9.2,0,0,18.086,12.97,95
01/17/2023,5:15:00 AM,1.619,1.508,9.2,0,0,18.086,12.9,94.3
01/17/2023,5:30:00 AM,1.612,1.496,9.1,0,0,18.086,12.91,92.1
01/17/2023,5:45:00 AM,1.605,1.495,9.1,0,0,18.086,12.9,91.9
01/17/2023,6:00:00 AM,1.603,1.483,9,0,0,18.086,12.95,89.7
01/17/2023,6:15:00 AM,1.596,1.481,9,0,0,18.086,12.89,89.3
01/17/2023,6:30:00 AM,1.594,1.478,8.9,0,0,18.086,12.89,88.8
01/17/2023,6:45:00 AM,1.587,1.464,8.8,0,0,18.086,12.92,86.3
01/17/2023,7:00:00 AM,1.585,1.467,8.8,0,0,18.086,12.89,86.9
01/17/2023,7:15:00 AM,1.575,1.461,8.7,0,0,18.086,12.94,85.8
01/17/2023,7:30:00 AM,1.568,1.448,8.7,0,0,18.086,12.9,83.6
01/17/2023,7:45:00 AM,1.543,1.428,8.6,0,0,18.086,12.98,80.2
01/17/2023,8:00:00 AM,1.541,1.427,8.6,0,0,18.086,13.16,80
01/17/2023,8:15:00 AM,1.548,1.432,8.5,0,0,18.086,13.83,80.9
01/17/2023,8:30:00 AM,1.548,1.429,8.5,0,0,18.086,13.9,80.4
01/17/2023,8:45:00 AM,1.545,1.431,8.4,0,0,18.086,13.83,80.7
01/17/2023,9:00:00 AM,1.541,1.429,8.4,0,0,18.086,13.83,80.4
1/17/2023,9:15:00 AM,1.532,1.413,8.4,0,0,18.086,13.82,77.7
1/17/2023,9:30:00 AM,1.527,1.408,8.3,0,0,18.086,13.87,76.9
01/17/2023,9:45:00 AM,1.525,1.405,8.3,0,0,18.086,13.8,76.4
1/17/2023,10:00:00 AM,1.518,1.402,8.3,0,0,18.086,13.79,75.9
1/17/2023,10:15:00 AM,1.515,1.397,8.3,0,0,18.086,13.8,75.1
1/17/2023,10:30:00 AM,1.508,1.392,8.3,0,0,18.086,13.85,74.3
1/17/2023,10:45:00 AM,1.504,1.389,8.4,0,0,18.086,13.83,73.9
1/17/2023,11:00:00 AM,1.499,1.382,8.4,0,0,18.086,13.87,72.8
1/17/2023,11:15:00 AM,1.495,1.381,8.4,0,0,18.086,13.83,72.6
1/17/2023,11:30:00 AM,1.488,1.371,8.4,0,0,18.086,13.79,71.1
1/17/2023,11:45:00 AM,1.483,1.37,8.5,0,0,18.086,13.87,70.9
1/17/2023,12:00:00 PM,1.481,1.365,8.5,0,0,18.086,13.81,70.1
1/17/2023,12:15:00 PM,1.479,1.361,8.5,0,0,18.086,13.79,69.5
1/17/2023,12:30:00 PM,1.474,1.358,8.6,0,0,18.086,13.78,69.1
1/17/2023,12:45:00 PM,1.472,1.354,8.6,0,0,18.086,13.79,68.5
1/17/2023,1:00:00 PM,1.465,1.351,8.7,0,0,18.086,13.81,68
1/17/2023,1:15:00 PM,1.465,1.348,8.7,0,0,18.086,13.79,67.6
1/17/2023,1:30:00 PM,1.458,1.345,8.8,0,0,18.086,13.42,67.1
1/17/2023,1:45:00 PM,1.453,1.338,8.8,0,0,18.086,13.4,66.1
1/17/2023,2:00:00 PM,1.451,1.336,8.9,0,0,18.086,13.29,65.8
1/17/2023,2:15:00 PM,1.451,1.336,9,0,0,18.086,13.28,65.8
1/17/2023,2:30:00 PM,1.446,1.331,9,0,0,18.086,13.31,65.1
1/17/2023,2:45:00 PM,1.442,1.326,9.1,0,0,18.086,13.26,64.4
1/17/2023,3:00:00 PM,1.437,1.324,9.1,0,0,18.086,13.24,64.1
1/17/2023,3:15:00 PM,1.435,1.317,9.2,0,0,18.086,13.26,63.1
1/17/2023,3:30:00 PM,1.425,1.309,9.3,0,0,18.086,13.22,61.9
1/17/2023,3:45:00 PM,1.416,1.299,9.3,0,0,18.086,13.22,60.5
1/17/2023,4:00:00 PM,1.409,1.293,9.3,0,0,18.086,13.23,59.7
1/17/2023,4:15:00 PM,1.409,1.294,9.4,0,0,18.086,13.16,59.9
1/17/2023,4:30:00 PM,1.414,1.297,9.4,0,0,18.086,13.2,60.3
1/17/2023,4:45:00 PM,1.416,1.3,9.5,0,0,18.086,13.14,60.7
1/17/2023,5:00:00 PM,1.416,1.301,9.6,0,0,18.086,13.11,60.8
1/17/2023,5:15:00 PM,1.416,1.3,9.7,0,0,18.086,13.09,60.7
1/17/2023,5:30:00 PM,1.409,1.293,9.7,0,0,18.086,13.09,59.7
1/17/2023,5:45:00 PM,1.407,1.287,9.8,0,0,18.086,13.09,58.9
1/17/2023,6:00:00 PM,1.398,1.281,9.9,0,0,18.086,13.06,58.1
1/17/2023,6:15:00 PM,1.395,1.278,9.9,0,0,18.086,13.1,57.7
1/17/2023,6:30:00 PM,1.393,1.276,10,0,0,18.086,13.06,57.4
1/17/2023,6:45:00 PM,1.386,1.274,10,0,0,18.086,13.05,57.2
1/17/2023,7:00:00 PM,1.379,1.265,10,0,0,18.086,13.06,56
1/17/2023,7:15:00 PM,1.377,1.26,10.1,0,0,18.086,13.09,55.3
1/17/2023,7:30:00 PM,1.377,1.258,10.1,0,0,18.086,13.07,55.1
1/17/2023,7:45:00 PM,1.372,1.255,10.1,0,0,18.086,13.11,54.7
1/17/2023,8:00:00 PM,1.368,1.249,10.1,0,0,18.086,13.04,53.9
1/17/2023,8:15:00 PM,1.363,1.248,10.2,0,0,18.086,13.06,53.8
1/17/2023,8:30:00 PM,1.361,1.243,10.2,0,0,18.086,13.09,53.1
1/17/2023,8:45:00 PM,1.359,1.243,10.2,0,0,18.086,13.06,53.1
1/17/2023,9:00:00 PM,1.356,1.24,10.2,0,0,18.086,13,52.7
1/17/2023,9:15:00 PM,1.354,1.235,10.2,0,0,18.086,13.01,52.1
1/17/2023,9:30:00 PM,1.349,1.234,10.2,0,0,18.086,13.01,52
1/17/2023,9:45:00 PM,1.349,1.232,10.1,0,0,18.086,13.01,51.7
1/17/2023,10:00:00 PM,1.347,1.232,10.1,0,0,18.086,13.01,51.7
1/17/2023,10:15:00 PM,1.342,1.228,10.1,0,0,18.086,12.99,51.2
1/17/2023,10:30:00 PM,1.34,1.223,10.1,0,0,18.086,13.04,50.6
1/17/2023,10:45:00 PM,1.338,1.221,10.1,0,0,18.086,12.98,50.4
1/17/2023,11:00:00 PM,1.338,1.221,10,0,0,18.086,12.98,50.4
1/17/2023,11:15:00 PM,1.335,1.219,10,0,0,18.086,12.99,50.1
1/17/2023,11:30:00 PM,1.333,1.217,10,0,0,18.086,12.96,49.9
1/17/2023,11:45:00 PM,1.331,1.213,9.9,0,0,18.086,12.95,49.4
1/18/2023,12:00:00 AM,1.329,1.209,9.9,0,0,18.086,13.05,48.9
1/18/2023,12:15:00 AM,1.326,1.212,9.8,0,0,18.086,12.99,49.3
1/18/2023,12:30:00 AM,1.324,1.206,9.8,0,0,18.086,13.01,48.6
1/18/2023,12:45:00 AM,1.322,1.203,9.7,0,0,18.086,13.01,48.2
1/18/2023,1:00:00 AM,1.319,1.202,9.7,0,0,18.086,13.04,48.1
1/18/2023,1:15:00 AM,1.317,1.197,9.6,0,0,18.086,12.94,47.5
1/18/2023,1:30:00 AM,1.315,1.196,9.6,0,0,18.086,13,47.4
1/18/2023,1:45:00 AM,1.312,1.194,9.5,0,0,18.086,12.94,47.2
1/18/2023,2:00:00 AM,1.31,1.194,9.5,0,0,18.086,12.94,47.2
1/18/2023,2:15:00 AM,1.308,1.19,9.4,0,0,18.086,12.94,46.7
1/18/2023,2:30:00 AM,1.306,1.189,9.3,0,0,18.086,12.94,46.6
1/18/2023,2:45:00 AM,1.306,1.188,9.3,0,0,18.086,12.92,46.5
1/18/2023,3:00:00 AM,1.303,1.187,9.2,0,0,18.086,12.91,46.3
1/18/2023,3:15:00 AM,1.303,1.185,9.1,0,0,18.086,12.91,46.1
1/18/2023,3:30:00 AM,1.299,1.182,9.1,0,0,18.086,12.92,45.8
1/18/2023,3:45:00 AM,1.296,1.182,9,0,0,18.086,12.98,45.8
1/18/2023,4:00:00 AM,1.294,1.176,8.9,0,0,18.086,12.94,45.1
1/18/2023,4:15:00 AM,1.292,1.173,8.9,0,0,18.086,12.91,44.7
1/18/2023,4:30:00 AM,1.289,1.171,8.8,0,0,18.086,12.98,44.5
1/18/2023,4:45:00 AM,1.289,1.17,8.7,0,0,18.086,12.94,44.4
1/18/2023,5:00:00 AM,1.287,1.17,8.6,0,0,18.086,12.92,44.4
1/18/2023,5:15:00 AM,1.287,1.165,8.6,0,0,18.086,12.91,43.8
1/18/2023,5:30:00 AM,1.282,1.167,8.5,0,0,18.086,12.91,44.1
1/18/2023,5:45:00 AM,1.282,1.163,8.4,0,0,18.086,12.92,43.6
1/18/2023,6:00:00 AM,1.278,1.159,8.4,0,0,18.086,12.92,43.2
1/18/2023,6:15:00 AM,1.276,1.159,8.3,0,0,18.086,12.87,43.2
1/18/2023,6:30:00 AM,1.276,1.158,8.2,0,0,18.086,12.88,43.1
1/18/2023,6:45:00 AM,1.276,1.159,8.2,0,0,18.086,12.87,43.2
1/18/2023,7:00:00 AM,1.271,1.155,8.1,0,0,18.086,12.85,42.7
1/18/2023,7:15:00 AM,1.271,1.152,8,0,0,18.086,12.88,42.4
1/18/2023,7:30:00 AM,1.269,1.147,8,0,0,18.086,12.92,41.9
1/18/2023,7:45:00 AM,1.266,1.145,7.9,0,0,18.086,12.95,41.6
1/18/2023,8:00:00 AM,1.264,1.148,7.9,0,0,18.086,13.07,42
1/18/2023,8:15:00 AM,1.264,1.144,7.8,0,0,18.086,13.83,41.5
1/18/2023,8:30:00 AM,1.259,1.144,7.8,0,0,18.086,13.89,41.5
1/18/2023,8:45:00 AM,1.259,1.143,7.7,0,0,18.086,13.85,41.4
1/18/2023,9:00:00 AM,1.257,1.138,7.7,0,0,18.086,13.82,40.9
1/18/2023,9:15:00 AM,1.255,1.138,7.7,0,0,18.086,13.81,40.9
1/18/2023,9:30:00 AM,1.257,1.134,7.7,0,0,18.086,13.81,40.5
1/18/2023,9:45:00 AM,1.252,1.135,7.6,0,0,18.086,13.8,40.6
1/18/2023,10:00:00 AM,1.252,1.134,7.7,0,0,18.086,13.83,40.5
1/18/2023,10:15:00 AM,1.248,1.133,7.7,0,0,18.086,13.87,40.4
1/18/2023,10:30:00 AM,1.248,1.129,7.7,0,0,18.086,13.84,39.9
1/18/2023,10:45:00 AM,1.248,1.128,7.7,0,0,18.086,13.8,39.8
1/18/2023,11:00:00 AM,1.243,1.126,7.8,0,0,18.086,13.81,39.6
1/18/2023,11:15:00 AM,1.241,1.125,7.8,0,0,18.086,13.83,39.5
1/18/2023,11:30:00 AM,1.241,1.123,7.9,0,0,18.086,13.79,39.3
1/18/2023,11:45:00 AM,1.236,1.12,7.9,0,0,18.086,13.8,39
1/18/2023,12:00:00 PM,1.236,1.12,7.9,0,0,18.086,13.83,39
1/18/2023,12:15:00 PM,1.234,1.119,8,0,0,18.086,13.83,38.9
1/18/2023,12:30:00 PM,1.232,1.117,8,0,0,18.086,13.79,38.7
1/18/2023,12:45:00 PM,1.232,1.115,8.1,0,0,18.086,13.84,38.5
1/18/2023,1:00:00 PM,1.232,1.116,8.2,0,0,18.086,13.79,38.6
1/18/2023,1:15:00 PM,1.229,1.117,8.2,0,0,18.086,13.76,38.7
1/18/2023,1:30:00 PM,1.229,1.112,8.2,0,0,18.086,13.62,38.2
1/18/2023,1:45:00 PM,1.229,1.11,8.2,0,0,18.086,13.51,38
1/18/2023,2:00:00 PM,1.225,1.112,8.2,0,0,18.086,13.56,38.2
1/18/2023,2:15:00 PM,1.222,1.109,8.3,0,0,18.086,13.5,37.9
1/18/2023,2:30:00 PM,1.225,1.108,8.3,0,0,18.086,13.45,37.8
1/18/2023,2:45:00 PM,1.22,1.103,8.4,0,0,18.086,13.53,37.3
1/18/2023,3:00:00 PM,1.218,1.102,8.4,0,0,18.086,13.49,37.2
1/18/2023,3:15:00 PM,1.218,1.101,8.5,0,0,18.086,13.42,37.1
1/18/2023,3:30:00 PM,1.218,1.101,8.6,0,0,18.086,13.39,37.1
1/18/2023,3:45:00 PM,1.216,1.097,8.6,0,0,18.086,13.28,36.7
1/18/2023,4:00:00 PM,1.216,1.098,8.7,0,0,18.086,13.29,36.8
1/18/2023,4:15:00 PM,1.213,1.097,8.7,0,0,18.086,13.2,36.7
1/18/2023,4:30:00 PM,1.213,1.097,8.8,0,0,18.086,13.17,36.7
1/18/2023,4:45:00 PM,1.211,1.097,8.8,0,0,18.086,13.16,36.7
1/18/2023,5:00:00 PM,1.211,1.094,8.9,0,0,18.086,13.2,36.4
1/18/2023,5:15:00 PM,1.209,1.089,8.9,0,0,18.086,13.14,35.9
1/18/2023,5:30:00 PM,1.206,1.089,9,0,0,18.086,13.15,35.9
1/18/2023,5:45:00 PM,1.206,1.089,9.1,0,0,18.086,13.09,35.9
1/18/2023,6:00:00 PM,1.206,1.089,9.1,0,0,18.086,13.1,35.9
1/18/2023,6:15:00 PM,1.204,1.086,9.2,0,0,18.086,13.09,35.6
1/18/2023,6:30:00 PM,1.202,1.083,9.3,0,0,18.086,13.07,35.3
1/18/2023,6:45:00 PM,1.199,1.08,9.3,0,0,18.086,13.06,35
1/18/2023,7:00:00 PM,1.199,1.081,9.4,0,0,18.086,13.08,35.1
1/18/2023,7:15:00 PM,1.197,1.08,9.5,0,0,18.086,13.07,35
1/18/2023,7:30:00 PM,1.197,1.08,9.5,0,0,18.086,13.13,35
1/18/2023,7:45:00 PM,1.197,1.078,9.6,0,0,18.086,13.06,34.8
1/18/2023,8:00:00 PM,1.195,1.077,9.7,0,0,18.086,13.06,34.7
1/18/2023,8:15:00 PM,1.195,1.076,9.7,0,0,18.086,13.06,34.6
1/18/2023,8:30:00 PM,1.192,1.076,9.8,0,0,18.086,13.05,34.6
1/18/2023,8:45:00 PM,1.19,1.072,9.8,0,0,18.086,13.06,34.2
1/18/2023,9:00:00 PM,1.188,1.072,9.9,0,0,18.086,13.05,34.2
1/18/2023,9:15:00 PM,1.188,1.071,9.9,0,0,18.086,13.04,34.2
1/18/2023,9:30:00 PM,1.183,1.068,10,0,0,18.086,13.05,33.9
1/18/2023,9:45:00 PM,1.183,1.066,10,0,0,18.086,13.05,33.7
1/18/2023,10:00:00 PM,1.183,1.065,10,0,0,18.086,13.05,33.6
1/18/2023,10:15:00 PM,1.183,1.065,10.1,0,0,18.086,13.09,33.6
1/18/2023,10:30:00 PM,1.181,1.065,10.1,0.009,0.009,18.095,13.01,33.6
1/18/2023,10:45:00 PM,1.181,1.065,10.2,0.009,0.018,18.105,13.07,33.6
1/18/2023,11:00:00 PM,1.181,1.064,10.2,0.028,0.047,18.133,13.07,33.5
1/18/2023,11:15:00 PM,1.183,1.066,10.2,0.009,0.056,18.143,13.01,33.7
1/18/2023,11:30:00 PM,1.19,1.074,10.3,0.018,0.075,18.161,13.01,34.4
1/18/2023,11:45:00 PM,1.204,1.089,10.3,0.009,0.084,18.171,13.01,35.9
1/19/2023,12:00:00 AM,1.222,1.108,10.4,0.009,0.094,18.18,13.05,37.8
1/19/2023,12:15:00 AM,1.259,1.14,10.4,0,0,18.18,13.01,41.1
1/19/2023,12:30:00 AM,1.257,1.14,10.5,0.009,0.009,18.19,12.99,41.1
1/19/2023,12:45:00 AM,1.262,1.145,10.5,0,0.009,18.19,12.98,41.6
1/19/2023,1:00:00 AM,1.25,1.134,10.6,0,0.009,18.19,13.01,40.5
1/19/2023,1:15:00 AM,1.234,1.119,10.6,0,0.009,18.19,12.99,38.9
1/19/2023,1:30:00 AM,1.229,1.111,10.6,0,0.009,18.19,12.99,38.1
1/19/2023,1:45:00 AM,1.236,1.122,10.6,0,0.009,18.19,12.98,39.2
1/19/2023,2:00:00 AM,1.246,1.132,10.6,0,0.009,18.19,13.01,40.3
1/19/2023,2:15:00 AM,1.252,1.137,10.5,0,0.009,18.19,12.98,40.8
1/19/2023,2:30:00 AM,1.252,1.136,10.5,0,0.009,18.19,13.01,40.7
1/19/2023,2:45:00 AM,1.262,1.146,10.5,0,0.009,18.19,12.95,41.7
1/19/2023,3:00:00 AM,1.287,1.17,10.5,0,0.009,18.19,12.96,44.4
1/19/2023,3:15:00 AM,1.338,1.221,10.5,0,0.009,18.19,12.96,50.4
1/19/2023,3:30:00 AM,1.402,1.287,10.4,0,0.009,18.19,12.95,58.9
1/19/2023,3:45:00 AM,1.497,1.379,10.4,0,0.009,18.19,12.99,72.3
1/19/2023,4:00:00 AM,1.552,1.435,10.3,0,0.009,18.19,13,81.4
1/19/2023,4:15:00 AM,1.573,1.458,10.3,0,0.009,18.19,12.98,85.3
1/19/2023,4:30:00 AM,1.575,1.456,10.3,0,0.009,18.19,12.95,84.9
1/19/2023,4:45:00 AM,1.557,1.442,10.2,0,0.009,18.19,12.93,82.5
1/19/2023,5:00:00 AM,1.532,1.415,10.1,0,0.009,18.19,12.96,78
1/19/2023,5:15:00 AM,1.504,1.383,10,0,0.009,18.19,12.92,72.9
1/19/2023,5:30:00 AM,1.476,1.359,10,0,0.009,18.19,12.93,69.2
1/19/2023,5:45:00 AM,1.451,1.331,9.9,0,0.009,18.19,12.98,65.1
1/19/2023,6:00:00 AM,1.425,1.311,9.8,0,0.009,18.19,12.92,62.2
1/19/2023,6:15:00 AM,1.405,1.286,9.8,0,0.009,18.19,12.98,58.8
1/19/2023,6:30:00 AM,1.384,1.266,9.7,0,0.009,18.19,12.91,56.1
1/19/2023,6:45:00 AM,1.363,1.245,9.6,0,0.009,18.19,12.98,53.4
