PRISM Time Series Data
Location:  Lat: 37.7083   Lon: -121.8750   Elev: 394ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1895-01 - 2023-02
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2023-Mar-02
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
1963-06,0.03,49.7,65.7,81.7,48.3,1.05,25.37
1963-07,0.00,52.4,69.5,86.6,48.9,1.95,31.70
1963-08,0.00,52.6,71.0,89.3,49.9,1.77,35.58
1963-09,0.20,53.6,70.2,86.9,51.8,1.53,31.29
1963-10,1.32,46.9,61.5,76.1,49.7,0.13,19.18
1963-11,3.68,39.4,50.6,61.9,44.4,0.00,8.44
1963-12,0.28,32.0,41.4,50.8,36.3,0.00,4.67
1964-01,3.38,33.2,44.4,55.5,37.0,0.17,6.96
1964-02,0.15,32.6,47.8,63.0,32.5,0.70,12.98
1964-03,1.56,35.2,49.4,63.5,36.0,0.57,13.03
1964-04,0.24,38.4,54.5,70.6,39.5,0.44,17.76
1964-05,0.45,42.5,57.7,72.9,42.8,0.34,18.81
1964-06,0.57,49.8,64.9,80.0,48.3,1.23,24.37
1964-07,0.00,53.1,71.3,89.4,49.4,2.32,35.20
1964-08,0.00,54.2,72.0,89.8,50.0,2.26,35.70
1964-09,0.00,50.5,67.1,83.7,44.2,3.00,30.03
1964-10,1.05,48.7,65.1,81.4,45.6,1.85,26.75
1964-11,3.27,39.7,49.8,59.9,40.6,0.68,8.28
1964-12,6.33,42.3,49.8,57.4,42.9,0.80,5.83
1965-01,2.81,37.4,46.1,54.8,39.2,0.47,5.71
1965-02,0.71,36.1,48.1,60.1,36.7,0.73,9.85
1965-03,1.55,39.8,51.3,62.9,39.7,0.98,10.93
1965-04,3.06,44.2,55.7,67.2,45.0,0.64,12.92
1965-05,0.00,43.6,60.4,77.1,42.8,0.66,22.75
1965-06,0.00,49.4,63.3,77.2,46.8,1.42,20.88
1965-07,0.00,52.6,70.1,87.5,48.9,2.00,32.34
1965-08,0.15,55.9,72.6,89.4,52.6,1.88,33.85
1965-09,0.00,49.0,65.3,81.5,43.9,2.12,27.16
1965-10,0.10,46.3,64.3,82.4,43.7,1.14,28.48
1965-11,4.71,43.3,53.8,64.4,45.2,0.57,9.81
1965-12,3.42,33.1,42.4,51.7,34.9,0.38,5.57
1966-01,1.72,33.6,45.2,56.8,35.4,0.43,8.03
1966-02,1.71,35.0,46.4,57.7,36.2,0.62,8.43
1966-03,0.38,38.7,51.4,64.0,39.0,0.72,11.87
1966-04,0.44,43.9,60.1,76.4,43.4,0.90,21.89
1966-05,0.15,47.0,62.4,77.9,45.2,1.05,23.10
1966-06,0.05,51.8,67.8,83.8,47.1,2.07,29.01
1966-07,0.18,52.7,68.9,85.1,47.7,2.17,30.14
1966-08,0.08,55.1,73.7,92.3,50.3,2.75,40.13
1966-09,0.14,52.6,69.1,85.6,47.5,2.28,31.16
1966-10,0.00,46.4,62.2,77.9,42.4,1.63,23.52
1966-11,3.98,43.0,53.9,64.8,43.4,0.74,11.16
1966-12,2.76,39.0,46.8,54.6,40.2,0.50,5.37
1967-01,7.27,36.7,46.9,57.1,37.5,0.51,7.64
1967-02,0.48,36.0,47.7,59.4,38.6,0.41,8.62
1967-03,4.39,38.9,50.2,61.6,40.0,0.70,9.90
1967-04,5.12,39.4,48.5,57.7,38.6,0.87,7.81
1967-05,0.14,46.3,61.0,75.6,45.8,1.10,19.88
1967-06,0.52,50.9,64.9,78.8,49.3,1.16,21.74
1967-07,0.00,54.5,73.4,92.3,50.6,2.05,39.28
1967-08,0.00,55.4,75.5,95.6,51.7,2.05,44.26
1967-09,0.02,55.1,71.7,88.3,52.0,1.65,32.75
1967-10,0.30,46.2,63.6,81.0,44.4,1.21,26.61
1967-11,0.87,42.6,56.3,69.9,44.9,0.53,15.06
1967-12,2.55,33.4,45.2,56.9,32.9,0.71,9.00
1968-01,4.34,32.7,44.2,55.7,35.3,0.24,7.73
1968-02,1.51,43.8,53.6,63.4,46.4,0.29,8.28
1968-03,2.70,39.3,53.5,67.6,42.2,0.56,13.55
1968-04,0.59,39.2,56.9,74.5,40.1,0.71,20.94
1968-05,0.19,45.2,60.4,75.7,44.1,0.95,20.86
1968-06,0.00,50.9,69.2,87.5,48.8,1.18,33.23
1968-07,0.00,54.0,72.6,91.2,50.4,1.82,37.48
1968-08,0.24,54.4,70.8,87.3,51.2,1.71,31.75
1968-09,0.00,51.8,69.4,87.1,47.3,2.23,33.13
1968-10,0.41,44.7,60.7,76.7,45.6,0.57,21.29
1968-11,2.70,42.8,53.2,63.5,44.6,0.40,9.57
1968-12,3.61,34.6,44.8,54.9,36.1,0.44,7.04
1969-01,6.86,36.8,45.5,54.1,38.4,0.43,5.70
1969-02,5.82,39.1,47.6,56.1,39.6,0.62,6.67
1969-03,1.73,37.2,51.5,65.9,39.4,0.55,13.46
1969-04,1.65,40.8,55.3,69.8,43.4,0.63,15.33
1969-05,0.02,48.8,64.3,79.9,47.9,0.90,23.60
1969-06,0.04,53.5,65.7,77.9,51.6,1.09,19.33
1969-07,0.00,54.0,73.8,93.6,51.2,1.62,41.10
1969-08,0.00,52.8,75.0,97.1,49.3,1.88,48.38
1969-09,0.00,53.5,72.3,91.1,50.8,1.60,38.09
1969-10,1.22,45.8,60.7,75.6,42.6,1.50,21.50
1969-11,0.61,38.5,53.9,69.3,41.7,0.18,15.37
1969-12,3.03,39.9,50.7,61.4,41.6,0.34,8.93
1970-01,6.56,41.4,50.2,59.0,41.5,0.62,7.48
1970-02,1.26,39.4,52.1,64.7,41.6,0.42,11.28
1970-03,1.90,39.4,54.0,68.5,39.8,0.76,15.22
1970-04,0.28,38.5,53.8,69.2,37.6,1.01,16.62
1970-05,0.03,48.8,65.6,82.4,45.0,1.73,27.70
1970-06,0.32,52.6,68.1,83.6,49.3,1.74,27.79
1970-07,0.00,54.3,73.6,93.0,50.3,2.07,40.27
1970-08,0.00,51.7,71.1,90.4,50.0,1.06,36.51
1970-09,0.00,49.1,70.0,90.8,43.4,2.18,39.98
1970-10,0.56,44.5,60.4,76.3,42.0,1.11,22.86
1970-11,6.10,43.9,55.0,66.1,44.8,0.54,11.34
1970-12,6.13,37.7,46.3,55.0,39.5,0.40,5.71
1971-01,1.29,36.0,46.4,56.9,37.0,0.44,7.76
1971-02,0.51,35.4,48.0,60.7,37.9,0.36,9.71
1971-03,2.35,38.0,51.1,64.2,38.9,0.73,11.89
1971-04,1.09,39.6,53.6,67.6,40.0,0.61,14.48
1971-05,0.29,45.7,59.1,72.6,44.1,1.03,17.53
1971-06,0.00,49.7,66.1,82.5,47.7,1.31,26.56
1971-07,0.00,53.9,72.3,90.7,50.0,1.94,36.60
1971-08,0.00,56.8,74.4,91.9,52.7,2.19,37.93
1971-09,0.08,53.1,71.2,89.3,47.3,2.75,37.77
1971-10,0.10,42.2,59.8,77.4,39.9,1.28,24.69
1971-11,0.94,38.6,52.3,66.0,37.8,0.87,13.88
1971-12,4.05,33.5,43.9,54.3,35.0,0.45,6.89
1972-01,1.11,31.8,43.2,54.7,33.8,0.38,7.56
1972-02,1.01,38.9,50.7,62.4,41.3,0.43,9.83
1972-03,0.16,41.2,56.4,71.5,42.4,0.62,16.74
1972-04,0.90,41.8,57.1,72.5,39.2,1.23,19.02
1972-05,0.00,47.6,63.8,80.0,44.0,1.47,25.53
1972-06,0.17,51.4,69.5,87.6,49.2,1.35,32.51
1972-07,0.00,56.6,73.2,89.8,51.1,2.77,34.65
1972-08,0.00,53.6,72.4,91.2,51.8,1.06,36.95
1972-09,0.59,50.5,67.0,83.5,48.9,1.04,27.73
1972-10,2.95,48.0,60.7,73.4,48.2,0.52,16.56
1972-11,5.68,41.2,51.3,61.4,43.6,0.22,8.37
1972-12,2.28,32.9,42.5,52.0,34.2,0.40,5.77
1973-01,6.17,35.8,45.5,55.2,37.6,0.33,6.38
1973-02,5.26,41.9,51.1,60.3,43.2,0.45,7.63
1973-03,2.85,38.4,49.7,61.0,39.3,0.59,9.69
1973-04,0.24,42.2,58.3,74.4,41.0,0.84,20.69
1973-05,0.01,48.7,65.4,82.1,46.8,1.07,27.18
1973-06,0.00,52.9,71.0,89.0,49.4,2.03,35.74
1973-07,0.00,53.1,72.0,90.9,49.1,2.11,37.64
1973-08,0.00,51.8,70.8,89.9,49.4,1.39,36.69
1973-09,0.20,50.8,67.8,84.9,48.9,1.36,29.74
1973-10,1.95,45.0,61.6,78.2,46.1,0.36,22.83
1973-11,5.18,42.2,52.2,62.2,43.4,0.48,9.20
1973-12,5.16,39.7,48.5,57.2,42.5,0.25,6.11
1974-01,2.48,36.9,47.0,57.0,38.3,0.42,7.65
1974-02,1.03,35.2,48.0,60.7,35.6,0.83,10.54
1974-03,3.88,42.1,53.4,64.8,43.8,0.45,10.53
1974-04,2.45,39.9,55.0,70.0,42.5,0.21,16.06
1974-05,0.00,44.5,61.1,77.7,45.2,0.29,22.22
1974-06,0.09,50.3,68.2,86.1,49.6,0.77,30.44
1974-07,0.42,53.9,71.9,89.9,52.3,1.36,35.12
1974-08,0.00,54.1,72.9,91.7,51.7,1.65,37.58
1974-09,0.00,51.3,71.0,90.8,50.0,1.12,37.22
1974-10,0.96,46.8,63.9,81.1,45.5,1.09,26.89
1974-11,0.81,39.1,52.5,65.9,42.6,0.24,12.26
1974-12,1.78,37.9,46.7,55.6,37.3,0.68,6.95
1975-01,1.26,33.1,45.7,58.4,35.0,0.30,9.35
1975-02,4.64,39.7,49.9,60.2,38.8,0.81,9.20
1975-03,5.31,40.7,51.6,62.5,39.4,0.84,10.64
1975-04,1.85,38.5,51.1,63.8,39.0,0.50,12.31
1975-05,0.00,47.1,63.6,80.0,44.3,1.26,25.93
1975-06,0.06,50.3,67.3,84.4,48.3,1.19,29.02
1975-07,0.12,52.9,70.3,87.7,51.5,1.32,32.22
1975-08,0.33,52.5,71.1,89.6,51.5,1.07,35.44
1975-09,0.00,50.6,69.6,88.5,49.9,0.58,33.52
1975-10,2.02,44.5,60.0,75.6,46.3,0.39,20.43
1975-11,0.39,37.8,51.3,64.8,38.6,0.72,12.64
1975-12,0.27,33.8,47.1,60.5,37.8,0.29,9.91
1976-01,0.27,32.0,46.7,61.4,33.0,0.65,11.81
1976-02,1.03,37.9,49.7,61.4,38.5,0.66,10.54
1976-03,1.72,37.2,51.6,65.9,36.7,0.80,14.87
1976-04,0.77,39.6,55.0,70.4,38.5,0.39,18.17
1976-05,0.00,46.9,63.8,80.7,43.5,1.23,26.69
1976-06,0.10,51.3,68.7,86.1,43.9,2.87,34.93
1976-07,0.00,53.6,71.4,89.2,50.3,1.85,34.10
1976-08,0.96,54.6,69.6,84.5,52.3,1.30,27.99
1976-09,0.82,52.6,69.2,85.9,51.7,0.69,30.49
1976-10,0.64,47.5,64.7,82.0,47.0,0.59,26.95
1976-11,0.79,43.2,56.0,68.8,43.3,0.69,14.33
1976-12,0.98,31.8,46.8,61.7,32.3,0.72,12.01
1977-01,1.33,35.3,45.4,55.4,36.5,0.43,7.05
1977-02,0.90,38.9,52.4,65.8,41.1,0.55,12.78
1977-03,1.77,37.5,51.0,64.6,35.7,0.93,13.96
1977-04,0.08,41.9,59.8,77.7,39.7,0.82,24.56
1977-05,1.12,44.7,57.7,70.8,43.4,0.53,17.06
1977-06,0.00,52.2,69.4,86.7,50.1,1.25,31.62
1977-07,0.06,52.5,72.1,91.6,48.2,1.94,39.45
1977-08,0.00,54.9,72.5,90.0,52.1,1.78,35.22
1977-09,0.53,51.9,68.0,84.2,50.4,1.09,29.26
1977-10,0.27,48.7,64.7,80.8,46.0,1.50,25.85
1977-11,1.79,42.9,55.2,67.6,41.3,1.10,13.72
1977-12,3.84,42.6,51.4,60.1,43.8,0.50,7.43
1978-01,7.19,42.4,50.6,58.9,44.3,0.27,6.43
1978-02,3.41,42.5,51.5,60.6,43.7,0.56,7.90
1978-03,3.77,46.8,56.8,66.8,48.2,0.73,10.32
1978-04,3.44,44.1,55.8,67.5,45.0,0.76,12.75
1978-05,0.01,50.4,66.1,81.8,45.0,2.41,27.81
1978-06,0.00,54.1,69.2,84.4,48.8,2.57,29.27
1978-07,0.00,54.9,73.0,91.1,50.7,2.54,37.55
1978-08,0.00,55.8,74.0,92.2,51.7,2.70,39.21
1978-09,0.23,51.4,69.7,87.9,48.8,1.32,34.46
1978-10,0.00,46.8,65.5,84.2,47.3,0.25,29.45
1978-11,1.97,36.9,50.7,64.5,39.3,0.37,12.75
1978-12,0.63,30.3,42.3,54.2,31.8,0.35,7.98
1979-01,5.07,35.2,44.9,54.7,36.5,0.38,6.80
1979-02,3.80,37.6,48.3,59.1,39.4,0.35,8.41
1979-03,2.61,40.6,52.4,64.3,44.3,0.01,9.81
1979-04,0.83,41.9,55.9,69.9,44.0,0.39,14.99
1979-05,0.31,48.3,65.1,81.9,47.5,0.69,27.07
1979-06,0.00,51.4,69.5,87.7,46.7,2.21,34.58
1979-07,0.07,56.0,74.1,92.2,51.6,2.72,40.04
1979-08,0.00,54.8,71.4,88.1,52.0,1.84,32.99
1979-09,0.00,54.7,72.8,91.0,51.0,2.19,37.91
1979-10,2.06,51.1,63.7,76.3,49.6,1.40,19.59
1979-11,1.85,40.7,52.2,63.8,42.5,0.50,10.59
1979-12,3.35,37.6,48.6,59.6,38.4,0.66,9.00
1980-01,4.31,40.9,49.1,57.3,42.4,0.38,5.98
1980-02,6.20,43.5,53.1,62.7,44.4,0.62,8.75
1980-03,1.94,39.6,52.4,65.1,39.6,0.69,12.69
1980-04,1.40,43.9,57.5,71.1,43.6,1.04,16.49
1980-05,0.24,46.9,60.5,74.0,44.9,1.19,18.67
1980-06,0.00,50.6,65.2,79.9,46.4,1.79,24.58
1980-07,0.43,56.0,73.2,90.4,51.2,2.81,36.71
1980-08,0.00,54.4,72.1,89.7,51.1,2.00,35.34
1980-09,0.00,53.2,69.5,85.9,49.4,2.10,30.33
1980-10,0.05,47.3,65.1,82.9,46.3,1.16,30.11
1980-11,0.16,40.9,54.4,68.0,39.3,1.26,14.90
1980-12,1.71,37.7,48.2,58.7,38.9,0.61,7.89
1981-01,4.67,39.6,48.2,56.8,40.6,0.22,6.52
1981-02,1.29,41.4,52.6,63.9,40.8,0.84,10.73
1981-03,3.00,42.7,53.3,64.0,40.4,1.08,10.85
1981-04,0.45,43.6,58.7,73.7,41.8,1.10,19.05
1981-05,0.20,49.2,64.2,79.2,44.1,1.49,23.50
1981-06,0.00,56.1,74.6,93.2,46.6,3.58,42.61
1981-07,0.00,54.5,73.0,91.5,46.3,3.17,39.32
1981-08,0.00,54.7,71.8,89.0,49.7,1.89,33.75
1981-09,0.06,53.0,69.6,86.2,48.3,1.53,30.54
1981-10,2.38,45.6,60.1,74.7,43.3,0.89,19.73
1981-11,3.88,46.1,56.2,66.3,45.9,0.77,10.80
1981-12,3.09,42.2,50.6,59.0,42.3,0.56,6.85
1982-01,5.23,33.5,43.2,52.8,33.9,0.41,6.31
1982-02,2.92,40.4,51.6,62.8,39.1,0.88,10.23
1982-03,5.27,40.6,50.6,60.6,41.1,0.36,8.53
1982-04,3.03,43.2,55.5,67.8,41.8,0.87,14.37
1982-05,0.00,47.5,62.9,78.2,43.7,0.87,22.63
1982-06,0.18,51.4,64.1,76.8,46.9,1.07,18.70
1982-07,0.02,53.3,69.7,86.1,48.2,1.60,29.99
1982-08,0.00,54.5,70.8,87.2,49.1,1.94,30.48
1982-09,1.22,53.9,69.2,84.5,47.2,2.17,29.84
1982-10,2.40,47.6,62.5,77.4,43.9,0.69,21.91
1982-11,4.79,39.9,49.9,60.0,40.1,0.25,7.90
1982-12,3.79,37.6,47.3,56.9,35.5,0.68,7.01
1983-01,7.79,36.5,45.5,54.6,36.1,0.30,6.11
1983-02,6.13,43.0,52.0,61.0,41.5,0.92,7.63
1983-03,7.91,43.7,53.1,62.6,42.4,1.18,8.88
1983-04,4.30,43.0,54.5,66.1,38.3,1.23,13.46
1983-05,0.58,47.0,61.7,76.4,43.7,1.55,20.71
1983-06,0.00,52.5,67.9,83.2,46.4,1.97,27.35
1983-07,0.03,54.6,69.8,85.0,48.5,1.67,29.85
1983-08,0.21,57.2,73.2,89.2,51.7,1.79,33.17
1983-09,0.28,56.1,72.7,89.3,49.4,2.08,35.86
1983-10,1.05,48.7,64.5,80.2,46.9,0.77,23.26
1983-11,7.69,42.3,52.7,63.2,42.1,0.87,8.90
1983-12,4.58,43.5,50.5,57.6,41.5,0.80,5.18
1984-01,0.34,36.7,46.8,56.9,37.5,0.48,6.43
1984-02,2.50,37.6,49.3,61.0,37.8,0.62,8.62
1984-03,1.39,42.5,55.9,69.3,39.7,1.35,14.48
1984-04,0.79,41.2,55.4,69.5,37.6,1.17,16.53
1984-05,0.08,48.4,65.1,81.8,42.6,1.42,28.22
1984-06,0.03,50.4,67.6,84.7,46.0,1.12,29.69
1984-07,0.00,56.5,75.5,94.5,50.0,2.57,41.55
1984-08,0.00,54.7,73.0,91.3,50.4,1.37,36.56
1984-09,0.03,55.1,74.0,92.9,45.1,3.15,42.17
1984-10,1.83,46.5,60.3,74.0,43.5,0.95,18.53
1984-11,5.67,42.9,52.3,61.7,41.3,0.80,8.65
1984-12,1.93,37.4,45.6,53.7,35.2,0.64,5.61
1985-01,0.73,34.8,44.0,53.3,33.7,0.51,5.58
1985-02,1.73,38.7,50.9,63.1,34.9,1.26,11.64
1985-03,3.52,40.0,50.8,61.5,35.9,1.15,10.11
1985-04,0.23,47.0,61.5,76.0,43.2,1.40,19.73
1985-05,0.13,47.7,61.8,75.9,41.5,1.54,20.46
1985-06,0.15,55.2,71.8,88.4,48.7,2.27,33.00
1985-07,0.03,57.5,75.1,92.7,48.0,3.28,40.16
1985-08,0.00,54.3,70.5,86.7,48.8,1.85,29.83
1985-09,0.26,53.0,67.0,81.0,47.5,1.70,24.58
1985-10,0.97,48.3,62.3,76.3,41.7,1.99,20.77
1985-11,3.10,40.2,50.4,60.6,36.8,1.07,10.26
1985-12,2.36,34.4,44.6,54.8,33.7,0.19,6.61
1986-01,1.87,42.1,51.0,60.0,41.8,0.43,6.88
1986-02,8.78,44.7,54.1,63.6,42.4,0.95,8.87
1986-03,4.03,45.7,57.4,69.2,44.4,0.88,12.75
1986-04,0.47,44.7,58.0,71.3,42.8,1.27,16.26
1986-05,0.12,47.5,62.7,78.0,44.6,1.35,22.85
1986-06,0.00,53.9,68.4,82.9,50.5,1.65,25.14
1986-07,0.00,53.8,71.3,88.7,50.8,1.32,32.82
1986-08,0.00,54.0,72.2,90.5,52.8,0.95,34.51
1986-09,0.74,49.2,64.6,80.0,48.7,0.96,24.17
1986-10,0.02,47.8,63.9,80.0,46.5,0.96,24.13
1986-11,0.10,39.6,55.2,70.8,38.3,1.22,17.70
1986-12,1.13,34.6,45.7,56.8,37.7,0.09,6.55
1987-01,2.88,34.2,45.2,56.2,33.6,0.58,7.14
1987-02,4.27,37.1,49.8,62.6,37.7,0.56,11.15
1987-03,2.50,42.5,53.6,64.8,40.0,1.26,12.13
1987-04,0.12,47.2,62.6,78.1,40.9,1.99,24.10
1987-05,0.10,52.6,66.2,79.7,46.7,2.49,23.76
1987-06,0.00,53.8,68.3,82.8,46.9,2.62,26.66
1987-07,0.00,54.7,68.3,82.0,46.7,3.19,25.00
1987-08,0.00,56.1,72.4,88.6,49.3,3.46,34.26
1987-09,0.00,55.4,70.8,86.1,46.9,3.46,32.15
1987-10,0.92,53.6,66.9,80.2,48.1,2.44,23.69
1987-11,1.41,44.1,53.9,63.7,43.6,1.25,9.21
1987-12,2.86,40.5,48.0,55.5,36.8,1.51,6.53
1988-01,2.52,39.7,48.1,56.5,38.5,1.08,6.91
1988-02,0.42,40.5,53.0,65.5,36.8,1.54,13.24
1988-03,0.44,42.6,56.2,69.8,37.6,1.78,17.21
1988-04,1.28,48.3,60.1,71.9,41.5,2.35,18.28
1988-05,0.42,48.7,62.0,75.3,43.6,1.89,21.31
1988-06,0.07,53.6,68.2,82.8,48.9,2.39,27.11
1988-07,0.00,58.5,76.3,94.1,52.8,3.24,41.50
1988-08,0.00,57.2,72.7,88.2,52.6,2.54,32.60
1988-09,0.00,53.0,70.1,87.2,46.6,2.62,34.55
1988-10,0.15,50.8,64.7,78.6,49.6,1.34,21.01
1988-11,2.54,43.9,53.8,63.7,44.7,0.78,9.68
1988-12,2.50,37.7,47.6,57.5,34.9,1.18,8.90
1989-01,1.16,36.0,45.7,55.4,33.9,1.04,7.66
1989-02,1.33,37.2,46.9,56.5,35.1,1.19,8.28
1989-03,3.32,45.0,54.5,63.9,43.4,1.16,10.16
1989-04,0.82,48.5,61.7,75.0,45.6,1.71,19.49
1989-05,0.07,49.4,62.8,76.3,46.1,1.36,20.22
1989-06,0.05,54.5,68.2,81.9,47.3,3.16,25.69
1989-07,0.00,54.5,72.2,89.9,49.2,2.35,35.87
1989-08,0.03,55.4,71.6,87.8,52.1,2.44,32.60
1989-09,1.21,53.7,68.3,83.0,49.8,2.23,26.94
1989-10,1.87,48.6,62.3,76.0,45.0,2.06,21.50
1989-11,1.22,42.6,54.8,67.0,39.5,1.30,13.41
1989-12,0.05,34.6,46.5,58.3,34.5,0.86,9.67
1990-01,1.88,38.2,47.8,57.4,36.9,1.12,8.02
1990-02,2.64,37.2,47.2,57.3,34.0,1.27,9.47
1990-03,0.96,43.4,54.7,66.1,40.8,1.68,13.67
1990-04,0.33,48.0,61.3,74.7,44.6,1.91,20.05
1990-05,1.95,49.9,62.8,75.7,44.7,2.67,22.17
1990-06,0.04,53.5,68.6,83.7,50.0,2.73,28.72
1990-07,0.00,57.3,73.6,89.8,53.4,3.24,33.69
1990-08,0.00,58.7,73.7,88.7,54.2,3.49,31.26
1990-09,0.09,55.1,70.2,85.2,51.9,2.19,27.70
1990-10,0.11,49.6,65.5,81.5,42.6,2.77,27.30
1990-11,0.50,41.3,53.1,65.0,35.4,1.90,13.54
1990-12,1.71,31.4,42.4,53.4,27.2,1.01,8.67
1991-01,0.28,36.2,47.2,58.2,33.2,0.89,9.36
1991-02,2.17,42.2,54.2,66.1,41.7,0.83,12.24
1991-03,7.12,42.1,50.7,59.3,39.7,0.94,9.02
1991-04,0.33,44.3,56.4,68.4,38.5,1.61,15.92
1991-05,0.26,47.3,60.5,73.6,43.2,1.57,18.68
1991-06,0.05,51.0,64.3,77.6,46.7,1.27,21.44
1991-07,0.00,56.2,72.3,88.3,52.7,1.77,32.65
1991-08,0.10,56.4,70.4,84.5,51.2,1.82,26.67
1991-09,0.01,55.4,72.7,89.9,51.2,1.87,34.65
1991-10,2.66,52.6,68.3,83.9,46.7,2.44,30.18
1991-11,0.42,43.8,55.5,67.2,38.7,1.46,14.11
1991-12,1.59,37.2,46.7,56.3,32.6,1.19,8.54
1992-01,1.46,35.7,44.5,53.3,36.3,0.42,5.47
1992-02,5.92,44.6,53.7,62.8,43.9,0.77,9.10
1992-03,2.76,47.3,56.2,65.1,45.3,0.92,10.12
1992-04,0.43,48.6,62.0,75.4,44.5,1.60,19.52
1992-05,0.00,53.1,67.9,82.8,49.6,1.81,24.25
1992-06,0.24,55.5,69.1,82.7,50.9,2.30,23.53
1992-07,0.10,57.9,72.7,87.4,52.7,2.30,30.08
1992-08,0.00,56.9,74.7,92.5,50.4,2.66,40.02
1992-09,0.00,54.6,70.3,86.1,49.1,2.36,31.21
1992-10,1.10,53.4,66.3,79.2,49.0,2.32,23.38
1992-11,0.16,43.2,54.5,65.9,37.7,1.49,13.80
1992-12,5.72,37.8,46.2,54.5,35.1,0.68,6.77
1993-01,7.23,38.4,46.4,54.5,37.2,0.62,5.72
1993-02,4.56,40.6,49.6,58.6,40.0,0.73,8.04
1993-03,2.28,47.1,56.8,66.5,47.3,0.59,10.11
1993-04,0.89,46.5,58.4,70.2,44.0,1.01,15.15
1993-05,0.65,51.4,64.0,76.5,48.0,1.59,19.12
1993-06,0.42,56.2,70.5,84.8,49.2,2.99,29.25
1993-07,0.00,55.9,71.0,86.1,51.9,1.73,27.11
1993-08,0.00,58.0,72.7,87.4,51.0,3.22,30.42
1993-09,0.00,54.0,69.9,85.8,48.9,2.59,32.13
1993-10,0.51,52.4,65.0,77.6,45.6,2.57,21.66
1993-11,2.06,41.7,53.4,65.2,32.7,2.31,14.67
1993-12,2.12,37.3,46.4,55.5,37.5,0.46,6.61
1994-01,1.21,38.1,48.3,58.5,38.4,0.68,7.96
1994-02,3.78,38.8,48.2,57.6,37.9,0.53,7.64
1994-03,0.08,44.1,55.9,67.8,41.6,1.09,13.52
1994-04,1.60,46.2,58.7,71.2,44.2,0.87,16.03
1994-05,1.72,50.0,61.3,72.5,47.3,1.17,15.32
1994-06,0.04,51.9,67.5,83.1,46.4,1.69,28.53
1994-07,0.00,54.6,71.4,88.3,49.3,2.26,32.90
1994-08,0.00,55.5,72.4,89.3,49.8,1.85,35.97
1994-09,0.00,55.2,70.2,85.3,50.8,1.37,29.12
1994-10,0.47,48.8,62.6,76.5,43.1,1.82,21.45
1994-11,4.50,39.5,49.4,59.2,35.8,1.15,9.54
1994-12,1.55,36.8,45.0,53.2,37.6,0.39,5.08
1995-01,7.88,45.8,51.3,56.8,45.1,0.50,4.76
1995-02,0.24,44.7,53.3,62.0,45.7,0.37,6.77
1995-03,7.83,43.3,52.5,61.8,43.0,0.59,8.91
1995-04,1.19,45.4,56.7,67.9,43.4,0.84,13.43
1995-05,1.66,50.0,60.8,71.5,47.2,1.40,14.48
1995-06,0.93,53.8,66.4,79.0,49.5,1.78,22.75
1995-07,0.00,58.3,71.7,85.1,53.2,2.09,27.40
1995-08,0.00,57.2,73.5,89.7,50.8,2.30,34.93
1995-09,0.00,55.0,69.7,84.5,52.5,1.02,26.68
1995-10,0.00,50.8,65.7,80.7,44.4,1.95,25.29
1995-11,0.02,46.5,59.0,71.5,46.6,0.61,13.96
1995-12,5.67,43.9,51.6,59.4,44.4,0.42,6.35
1996-01,5.34,41.7,49.8,57.8,42.5,0.34,5.80
1996-02,4.75,45.6,53.9,62.1,47.2,0.16,6.75
1996-03,2.56,44.0,55.3,66.5,42.7,0.79,12.15
1996-04,1.71,48.1,60.3,72.4,46.1,1.17,16.38
1996-05,1.12,51.5,64.8,78.1,48.2,1.14,20.86
1996-06,0.00,53.7,69.5,85.4,49.0,2.26,29.18
1996-07,0.00,58.3,75.4,92.5,50.4,3.23,37.51
1996-08,0.00,56.8,74.7,92.7,50.7,2.51,40.30
1996-09,0.00,53.3,69.0,84.8,47.9,1.90,29.50
1996-10,0.99,49.3,62.5,75.6,44.5,1.60,20.64
1996-11,2.46,45.6,55.0,64.4,44.5,0.73,9.44
1996-12,6.32,43.4,51.3,59.2,42.8,0.61,6.81
1997-01,6.76,42.6,49.1,55.7,41.5,0.42,4.66
1997-02,0.17,42.0,52.2,62.5,39.8,0.88,9.81
1997-03,0.10,43.8,56.9,69.9,42.5,0.65,14.76
1997-04,0.45,46.9,59.4,71.9,43.2,0.93,16.29
1997-05,0.25,53.7,67.8,81.9,50.3,1.18,24.14
1997-06,0.21,54.5,68.2,81.9,50.7,1.39,23.57
1997-07,0.04,56.8,72.5,88.3,52.4,1.78,31.08
1997-08,0.48,58.7,72.4,86.1,54.4,1.72,28.89
1997-09,0.00,57.6,72.0,86.3,50.8,2.43,30.89
1997-10,0.40,49.9,62.8,75.7,44.8,1.72,20.59
1997-11,4.93,47.6,56.7,65.7,47.9,0.60,9.63
1997-12,2.30,38.7,47.5,56.4,35.4,0.82,6.93
